ANOMALY REPORT
======================================================================

── PARTIAL_TIMEOUT  (436) ──
    z3 is 192× faster (ostrich=2114ms, z3=11ms)
  [minicsv/string_only/sat]  symcc-assertions-0.smt2
    noodler is 11× faster (ostrich=2114ms, noodler=185ms)
  [minicsv/string_only/sat]  symcc-assertions-0.smt2
    z3 is 17× faster (z3=11ms, noodler=185ms)
  [minicsv/string_only/sat]  symcc-assertions-1.smt2
    cvc5 is 31× faster (cvc5=66ms, ostrich=2049ms)
  [minicsv/string_only/sat]  symcc-assertions-1.smt2
    z3 is 293× faster (ostrich=2049ms, z3=7ms)
  [minicsv/string_only/sat]  symcc-assertions-1.smt2
    noodler is 16× faster (ostrich=2049ms, noodler=127ms)
  [minicsv/string_only/sat]  symcc-assertions-1.smt2
    z3 is 18× faster (z3=7ms, noodler=127ms)
  [minicsv/string_only/sat]  symcc-assertions-10.smt2
    cvc5 is 232× faster (cvc5=72ms, ostrich=16723ms)
  [minicsv/string_only/sat]  symcc-assertions-10.smt2
    z3 is 929× faster (ostrich=16723ms, z3=18ms)
  [minicsv/string_only/sat]  symcc-assertions-10.smt2
    noodler is 73× faster (ostrich=16723ms, noodler=230ms)
  [minicsv/string_only/sat]  symcc-assertions-10.smt2
    z3 is 13× faster (z3=18ms, noodler=230ms)
  [minicsv/string_only/sat]  symcc-assertions-11.smt2
    cvc5 is 64× faster (cvc5=76ms, ostrich=4902ms)
  [minicsv/string_only/sat]  symcc-assertions-11.smt2
    z3 is 163× faster (ostrich=4902ms, z3=30ms)
  [minicsv/string_only/sat]  symcc-assertions-11.smt2
    noodler is 28× faster (ostrich=4902ms, noodler=173ms)
  [minicsv/string_only/sat]  symcc-assertions-12.smt2
    cvc5 is 63× faster (cvc5=87ms, ostrich=5445ms)
  [minicsv/string_only/sat]  symcc-assertions-12.smt2
    z3 is 227× faster (ostrich=5445ms, z3=24ms)
  [minicsv/string_only/sat]  symcc-assertions-12.smt2
    noodler is 30× faster (ostrich=5445ms, noodler=180ms)
  [minicsv/string_only/sat]  symcc-assertions-13.smt2
    cvc5 is 69× faster (cvc5=84ms, ostrich=5811ms)
  [minicsv/string_only/sat]  symcc-assertions-13.smt2
    z3 is 232× faster (ostrich=5811ms, z3=25ms)
  [minicsv/string_only/sat]  symcc-assertions-13.smt2
    noodler is 31× faster (ostrich=5811ms, noodler=186ms)
  [minicsv/string_only/sat]  symcc-assertions-14.smt2
    cvc5 is 73× faster (cvc5=83ms, ostrich=6044ms)
  [minicsv/string_only/sat]  symcc-assertions-14.smt2
    z3 is 252× faster (ostrich=6044ms, z3=24ms)
  [minicsv/string_only/sat]  symcc-assertions-14.smt2
    noodler is 33× faster (ostrich=6044ms, noodler=183ms)
  [minicsv/string_only/sat]  symcc-assertions-15.smt2
    cvc5 is 84× faster (cvc5=75ms, ostrich=6334ms)
  [minicsv/string_only/sat]  symcc-assertions-15.smt2
    z3 is 275× faster (ostrich=6334ms, z3=23ms)
  [minicsv/string_only/sat]  symcc-assertions-15.smt2
    noodler is 34× faster (ostrich=6334ms, noodler=185ms)
  [minicsv/string_only/sat]  symcc-assertions-16.smt2
    cvc5 is 44× faster (cvc5=84ms, ostrich=3661ms)
  [minicsv/string_only/sat]  symcc-assertions-16.smt2
    z3 is 105× faster (ostrich=3661ms, z3=35ms)
  [minicsv/string_only/sat]  symcc-assertions-16.smt2
    noodler is 18× faster (ostrich=3661ms, noodler=205ms)
  [minicsv/string_only/sat]  symcc-assertions-17.smt2
    cvc5 is 62× faster (cvc5=80ms, ostrich=4921ms)
  [minicsv/string_only/sat]  symcc-assertions-17.smt2
    z3 is 149× faster (ostrich=4921ms, z3=33ms)
  [minicsv/string_only/sat]  symcc-assertions-17.smt2
    noodler is 23× faster (ostrich=4921ms, noodler=210ms)
  [minicsv/string_only/sat]  symcc-assertions-18.smt2
    cvc5 is 64× faster (cvc5=80ms, ostrich=5082ms)
  [minicsv/string_only/sat]  symcc-assertions-18.smt2
    z3 is 154× faster (ostrich=5082ms, z3=33ms)
  [minicsv/string_only/sat]  symcc-assertions-18.smt2
    noodler is 24× faster (ostrich=5082ms, noodler=209ms)
  [minicsv/string_only/sat]  symcc-assertions-19.smt2
    cvc5 is 57× faster (cvc5=81ms, ostrich=4643ms)
  [minicsv/string_only/sat]  symcc-assertions-19.smt2
    z3 is 166× faster (ostrich=4643ms, z3=28ms)
  [minicsv/string_only/sat]  symcc-assertions-19.smt2
    noodler is 23× faster (ostrich=4643ms, noodler=202ms)
  [minicsv/string_only/sat]  symcc-assertions-2.smt2
    cvc5 is 37× faster (cvc5=70ms, ostrich=2613ms)
  [minicsv/string_only/sat]  symcc-assertions-2.smt2
    z3 is 218× faster (ostrich=2613ms, z3=12ms)
  [minicsv/string_only/sat]  symcc-assertions-2.smt2
    noodler is 14× faster (ostrich=2613ms, noodler=187ms)
  [minicsv/string_only/sat]  symcc-assertions-2.smt2
    z3 is 16× faster (z3=12ms, noodler=187ms)
  [minicsv/string_only/sat]  symcc-assertions-20.smt2
    cvc5 is 50× faster (cvc5=87ms, ostrich=4351ms)
  [minicsv/string_only/sat]  symcc-assertions-20.smt2
    z3 is 145× faster (ostrich=4351ms, z3=30ms)
  [minicsv/string_only/sat]  symcc-assertions-20.smt2
    noodler is 24× faster (ostrich=4351ms, noodler=179ms)
  [minicsv/string_only/sat]  symcc-assertions-21.smt2
    cvc5 is 52× faster (cvc5=104ms, ostrich=5358ms)
  [minicsv/string_only/sat]  symcc-assertions-21.smt2
    z3 is 131× faster (ostrich=5358ms, z3=41ms)
  [minicsv/string_only/sat]  symcc-assertions-21.smt2
    noodler is 26× faster (ostrich=5358ms, noodler=210ms)
  [minicsv/string_only/sat]  symcc-assertions-22.smt2
    cvc5 is 70× faster (cvc5=88ms, ostrich=6195ms)
  [minicsv/string_only/sat]  symcc-assertions-22.smt2
    z3 is 141× faster (ostrich=6195ms, z3=44ms)
  [minicsv/string_only/sat]  symcc-assertions-22.smt2
    noodler is 31× faster (ostrich=6195ms, noodler=201ms)
  [minicsv/string_only/sat]  symcc-assertions-23.smt2
    cvc5 is 49× faster (cvc5=97ms, ostrich=4786ms)
  [minicsv/string_only/sat]  symcc-assertions-23.smt2
    z3 is 45× faster (ostrich=4786ms, z3=106ms)
  [minicsv/string_only/sat]  symcc-assertions-23.smt2
    noodler is 22× faster (ostrich=4786ms, noodler=220ms)
  [minicsv/string_only/sat]  symcc-assertions-24.smt2
    cvc5 is 31× faster (cvc5=69ms, ostrich=2125ms)
  [minicsv/string_only/sat]  symcc-assertions-24.smt2
    z3 is 266× faster (ostrich=2125ms, z3=8ms)
  [minicsv/string_only/sat]  symcc-assertions-24.smt2
    noodler is 15× faster (ostrich=2125ms, noodler=143ms)
  [minicsv/string_only/sat]  symcc-assertions-24.smt2
    z3 is 18× faster (z3=8ms, noodler=143ms)
  [minicsv/string_only/sat]  symcc-assertions-25.smt2
    cvc5 is 30× faster (cvc5=70ms, ostrich=2102ms)
  [minicsv/string_only/sat]  symcc-assertions-25.smt2
    z3 is 263× faster (ostrich=2102ms, z3=8ms)
  [minicsv/string_only/sat]  symcc-assertions-25.smt2
    noodler is 14× faster (ostrich=2102ms, noodler=145ms)
  [minicsv/string_only/sat]  symcc-assertions-25.smt2
    z3 is 18× faster (z3=8ms, noodler=145ms)
  [minicsv/string_only/sat]  symcc-assertions-26.smt2
    cvc5 is 49× faster (cvc5=109ms, ostrich=5292ms)
  [minicsv/string_only/sat]  symcc-assertions-26.smt2
    z3 is 104× faster (ostrich=5292ms, z3=51ms)
  [minicsv/string_only/sat]  symcc-assertions-26.smt2
    z3 is 12× faster (z3=51ms, noodler=613ms)
  [minicsv/string_only/sat]  symcc-assertions-27.smt2
    cvc5 is 50× faster (cvc5=107ms, ostrich=5305ms)
  [minicsv/string_only/sat]  symcc-assertions-27.smt2
    cvc5 is 11× faster (cvc5=107ms, noodler=1183ms)
  [minicsv/string_only/sat]  symcc-assertions-27.smt2
    z3 is 118× faster (ostrich=5305ms, z3=45ms)
  [minicsv/string_only/sat]  symcc-assertions-27.smt2
    z3 is 26× faster (z3=45ms, noodler=1183ms)
  [minicsv/string_only/sat]  symcc-assertions-28.smt2
    cvc5 is 60× faster (cvc5=109ms, ostrich=6515ms)
  [minicsv/string_only/sat]  symcc-assertions-28.smt2
    cvc5 is 12× faster (cvc5=109ms, noodler=1280ms)
  [minicsv/string_only/sat]  symcc-assertions-28.smt2
    z3 is 152× faster (ostrich=6515ms, z3=43ms)
  [minicsv/string_only/sat]  symcc-assertions-28.smt2
    z3 is 30× faster (z3=43ms, noodler=1280ms)
  [minicsv/string_only/sat]  symcc-assertions-29.smt2
    cvc5 is 64× faster (cvc5=110ms, ostrich=6989ms)
  [minicsv/string_only/sat]  symcc-assertions-29.smt2
    cvc5 is 11× faster (cvc5=110ms, noodler=1170ms)
  [minicsv/string_only/sat]  symcc-assertions-29.smt2
    z3 is 159× faster (ostrich=6989ms, z3=44ms)
  [minicsv/string_only/sat]  symcc-assertions-29.smt2
    z3 is 27× faster (z3=44ms, noodler=1170ms)
  [minicsv/string_only/sat]  symcc-assertions-3.smt2
    cvc5 is 28× faster (cvc5=72ms, ostrich=2018ms)
  [minicsv/string_only/sat]  symcc-assertions-3.smt2
    z3 is 168× faster (ostrich=2018ms, z3=12ms)
  [minicsv/string_only/sat]  symcc-assertions-3.smt2
    noodler is 10× faster (ostrich=2018ms, noodler=199ms)
  [minicsv/string_only/sat]  symcc-assertions-3.smt2
    z3 is 17× faster (z3=12ms, noodler=199ms)
  [minicsv/string_only/sat]  symcc-assertions-30.smt2
    cvc5 is 47× faster (cvc5=109ms, ostrich=5096ms)
  [minicsv/string_only/sat]  symcc-assertions-30.smt2
    cvc5 is 11× faster (cvc5=109ms, noodler=1163ms)
  [minicsv/string_only/sat]  symcc-assertions-30.smt2
    z3 is 111× faster (ostrich=5096ms, z3=46ms)
  [minicsv/string_only/sat]  symcc-assertions-30.smt2
    z3 is 25× faster (z3=46ms, noodler=1163ms)
  [minicsv/string_only/sat]  symcc-assertions-31.smt2
    cvc5 is 61× faster (cvc5=109ms, ostrich=6631ms)
  [minicsv/string_only/sat]  symcc-assertions-31.smt2
    z3 is 96× faster (ostrich=6631ms, z3=69ms)
  [minicsv/string_only/sat]  symcc-assertions-31.smt2
    noodler is 10× faster (ostrich=6631ms, noodler=644ms)
  [minicsv/string_only/sat]  symcc-assertions-32.smt2
    cvc5 is 123× faster (cvc5=111ms, ostrich=13683ms)
  [minicsv/string_only/sat]  symcc-assertions-32.smt2
    z3 is 207× faster (ostrich=13683ms, z3=66ms)
  [minicsv/string_only/sat]  symcc-assertions-32.smt2
    noodler is 22× faster (ostrich=13683ms, noodler=625ms)
  [minicsv/string_only/sat]  symcc-assertions-33.smt2
    cvc5 is 131× faster (cvc5=109ms, ostrich=14315ms)
  [minicsv/string_only/sat]  symcc-assertions-33.smt2
    z3 is 275× faster (ostrich=14315ms, z3=52ms)
  [minicsv/string_only/sat]  symcc-assertions-33.smt2
    noodler is 25× faster (ostrich=14315ms, noodler=582ms)
  [minicsv/string_only/sat]  symcc-assertions-33.smt2
    z3 is 11× faster (z3=52ms, noodler=582ms)
  [minicsv/string_only/sat]  symcc-assertions-34.smt2
    cvc5 is 134× faster (cvc5=110ms, ostrich=14706ms)
  [minicsv/string_only/sat]  symcc-assertions-34.smt2
    z3 is 210× faster (ostrich=14706ms, z3=70ms)
  [minicsv/string_only/sat]  symcc-assertions-34.smt2
    noodler is 22× faster (ostrich=14706ms, noodler=664ms)
  [minicsv/string_only/sat]  symcc-assertions-35.smt2
    cvc5 is 120× faster (cvc5=107ms, ostrich=12885ms)
  [minicsv/string_only/sat]  symcc-assertions-35.smt2
    z3 is 195× faster (ostrich=12885ms, z3=66ms)
  [minicsv/string_only/sat]  symcc-assertions-35.smt2
    noodler is 20× faster (ostrich=12885ms, noodler=643ms)
  [minicsv/string_only/sat]  symcc-assertions-36.smt2
    cvc5 is 58× faster (cvc5=116ms, ostrich=6763ms)
  [minicsv/string_only/sat]  symcc-assertions-36.smt2
    z3 is 81× faster (ostrich=6763ms, z3=84ms)
  [minicsv/string_only/sat]  symcc-assertions-36.smt2
    noodler is 11× faster (ostrich=6763ms, noodler=615ms)
  [minicsv/string_only/sat]  symcc-assertions-4.smt2
    cvc5 is 26× faster (cvc5=75ms, ostrich=1929ms)
  [minicsv/string_only/sat]  symcc-assertions-4.smt2
    z3 is 161× faster (ostrich=1929ms, z3=12ms)
  [minicsv/string_only/sat]  symcc-assertions-4.smt2
    z3 is 17× faster (z3=12ms, noodler=203ms)
  [minicsv/string_only/sat]  symcc-assertions-41.smt2
    cvc5 is 33× faster (cvc5=131ms, ostrich=4340ms)
  [minicsv/string_only/sat]  symcc-assertions-41.smt2
    z3 is 50× faster (ostrich=4340ms, z3=87ms)
  [minicsv/string_only/sat]  symcc-assertions-42.smt2
    cvc5 is 56× faster (cvc5=136ms, ostrich=7598ms)
  [minicsv/string_only/sat]  symcc-assertions-42.smt2
    z3 is 117× faster (ostrich=7598ms, z3=65ms)
  [minicsv/string_only/sat]  symcc-assertions-42.smt2
    noodler is 11× faster (ostrich=7598ms, noodler=697ms)
  [minicsv/string_only/sat]  symcc-assertions-42.smt2
    z3 is 11× faster (z3=65ms, noodler=697ms)
  [minicsv/string_only/sat]  symcc-assertions-43.smt2
    cvc5 is 151× faster (cvc5=134ms, ostrich=20201ms)
  [minicsv/string_only/sat]  symcc-assertions-43.smt2
    z3 is 202× faster (ostrich=20201ms, z3=100ms)
  [minicsv/string_only/sat]  symcc-assertions-43.smt2
    noodler is 30× faster (ostrich=20201ms, noodler=678ms)
  [minicsv/string_only/sat]  symcc-assertions-44.smt2
    cvc5 is 25× faster (cvc5=70ms, ostrich=1781ms)
  [minicsv/string_only/sat]  symcc-assertions-44.smt2
    z3 is 223× faster (ostrich=1781ms, z3=8ms)
  [minicsv/string_only/sat]  symcc-assertions-44.smt2
    noodler is 13× faster (ostrich=1781ms, noodler=132ms)
  [minicsv/string_only/sat]  symcc-assertions-44.smt2
    z3 is 16× faster (z3=8ms, noodler=132ms)
  [minicsv/string_only/sat]  symcc-assertions-45.smt2
    cvc5 is 26× faster (cvc5=67ms, ostrich=1726ms)
  [minicsv/string_only/sat]  symcc-assertions-45.smt2
    z3 is 216× faster (ostrich=1726ms, z3=8ms)
  [minicsv/string_only/sat]  symcc-assertions-45.smt2
    noodler is 11× faster (ostrich=1726ms, noodler=156ms)
  [minicsv/string_only/sat]  symcc-assertions-45.smt2
    z3 is 20× faster (z3=8ms, noodler=156ms)
  [minicsv/string_only/sat]  symcc-assertions-46.smt2
    cvc5 is 36× faster (cvc5=179ms, ostrich=6405ms)
  [minicsv/string_only/sat]  symcc-assertions-46.smt2
    cvc5 is 81× faster (cvc5=179ms, noodler=14583ms)
  [minicsv/string_only/sat]  symcc-assertions-46.smt2
    z3 is 80× faster (ostrich=6405ms, z3=80ms)
  [minicsv/string_only/sat]  symcc-assertions-46.smt2
    z3 is 182× faster (z3=80ms, noodler=14583ms)
  [minicsv/string_only/sat]  symcc-assertions-47.smt2
    cvc5 is 34× faster (cvc5=180ms, ostrich=6053ms)
  [minicsv/string_only/sat]  symcc-assertions-47.smt2
    z3 is 49× faster (ostrich=6053ms, z3=123ms)
  [minicsv/string_only/sat]  symcc-assertions-48.smt2
    cvc5 is 43× faster (cvc5=166ms, ostrich=7085ms)
  [minicsv/string_only/sat]  symcc-assertions-48.smt2
    z3 is 71× faster (ostrich=7085ms, z3=100ms)
  [minicsv/string_only/sat]  symcc-assertions-49.smt2
    cvc5 is 44× faster (cvc5=157ms, ostrich=6890ms)
  [minicsv/string_only/sat]  symcc-assertions-49.smt2
    z3 is 51× faster (ostrich=6890ms, z3=134ms)
  [minicsv/string_only/sat]  symcc-assertions-50.smt2
    cvc5 is 40× faster (cvc5=163ms, ostrich=6595ms)
  [minicsv/string_only/sat]  symcc-assertions-50.smt2
    z3 is 58× faster (ostrich=6595ms, z3=113ms)
  [minicsv/string_only/sat]  symcc-assertions-51.smt2
    cvc5 is 114× faster (cvc5=170ms, ostrich=19314ms)
  [minicsv/string_only/sat]  symcc-assertions-51.smt2
    cvc5 is 91× faster (cvc5=170ms, noodler=15503ms)
  [minicsv/string_only/sat]  symcc-assertions-51.smt2
    z3 is 203× faster (ostrich=19314ms, z3=95ms)
  [minicsv/string_only/sat]  symcc-assertions-51.smt2
    z3 is 163× faster (z3=95ms, noodler=15503ms)
  [minicsv/string_only/sat]  symcc-assertions-52.smt2
    cvc5 is 109× faster (cvc5=166ms, ostrich=18150ms)
  [minicsv/string_only/sat]  symcc-assertions-52.smt2
    cvc5 is 106× faster (cvc5=166ms, noodler=17530ms)
  [minicsv/string_only/sat]  symcc-assertions-52.smt2
    z3 is 154× faster (ostrich=18150ms, z3=118ms)
  [minicsv/string_only/sat]  symcc-assertions-52.smt2
    z3 is 149× faster (z3=118ms, noodler=17530ms)
  [minicsv/string_only/sat]  symcc-assertions-53.smt2
    cvc5 is 100× faster (cvc5=166ms, noodler=16588ms)
  [minicsv/string_only/sat]  symcc-assertions-53.smt2
    z3 is 141× faster (z3=118ms, noodler=16588ms)
  [minicsv/string_only/sat]  symcc-assertions-54.smt2
    cvc5 is 96× faster (cvc5=168ms, noodler=16120ms)
  [minicsv/string_only/sat]  symcc-assertions-54.smt2
    z3 is 126× faster (z3=128ms, noodler=16120ms)
  [minicsv/string_only/unsat]  symcc-unsat-0.smt2
    cvc5 is 47× faster (cvc5=69ms, ostrich=3259ms)
  [minicsv/string_only/unsat]  symcc-unsat-0.smt2
    z3 is 326× faster (ostrich=3259ms, z3=10ms)
  [minicsv/string_only/unsat]  symcc-unsat-0.smt2
    noodler is 12× faster (ostrich=3259ms, noodler=263ms)
  [minicsv/string_only/unsat]  symcc-unsat-0.smt2
    z3 is 26× faster (z3=10ms, noodler=263ms)
  [minicsv/string_only/unsat]  symcc-unsat-1.smt2
    cvc5 is 59× faster (cvc5=68ms, ostrich=4027ms)
  [minicsv/string_only/unsat]  symcc-unsat-1.smt2
    z3 is 403× faster (ostrich=4027ms, z3=10ms)
  [minicsv/string_only/unsat]  symcc-unsat-1.smt2
    noodler is 16× faster (ostrich=4027ms, noodler=257ms)
  [minicsv/string_only/unsat]  symcc-unsat-1.smt2
    z3 is 26× faster (z3=10ms, noodler=257ms)
  [minicsv/string_only/unsat]  symcc-unsat-10.smt2
    cvc5 is 57× faster (cvc5=73ms, ostrich=4186ms)
  [minicsv/string_only/unsat]  symcc-unsat-10.smt2
    z3 is 110× faster (ostrich=4186ms, z3=38ms)
  [minicsv/string_only/unsat]  symcc-unsat-10.smt2
    noodler is 23× faster (ostrich=4186ms, noodler=182ms)
  [minicsv/string_only/unsat]  symcc-unsat-11.smt2
    cvc5 is 55× faster (cvc5=75ms, ostrich=4104ms)
  [minicsv/string_only/unsat]  symcc-unsat-11.smt2
    z3 is 105× faster (ostrich=4104ms, z3=39ms)
  [minicsv/string_only/unsat]  symcc-unsat-11.smt2
    noodler is 15× faster (ostrich=4104ms, noodler=274ms)
  [minicsv/string_only/unsat]  symcc-unsat-12.smt2
    cvc5 is 63× faster (cvc5=77ms, ostrich=4852ms)
  [minicsv/string_only/unsat]  symcc-unsat-12.smt2
    z3 is 99× faster (ostrich=4852ms, z3=49ms)
  [minicsv/string_only/unsat]  symcc-unsat-12.smt2
    noodler is 25× faster (ostrich=4852ms, noodler=195ms)
  [minicsv/string_only/unsat]  symcc-unsat-13.smt2
    cvc5 is 58× faster (cvc5=78ms, ostrich=4502ms)
  [minicsv/string_only/unsat]  symcc-unsat-13.smt2
    z3 is 105× faster (ostrich=4502ms, z3=43ms)
  [minicsv/string_only/unsat]  symcc-unsat-13.smt2
    noodler is 21× faster (ostrich=4502ms, noodler=216ms)
  [minicsv/string_only/unsat]  symcc-unsat-14.smt2
    cvc5 is 58× faster (cvc5=76ms, ostrich=4417ms)
  [minicsv/string_only/unsat]  symcc-unsat-14.smt2
    z3 is 108× faster (ostrich=4417ms, z3=41ms)
  [minicsv/string_only/unsat]  symcc-unsat-14.smt2
    noodler is 23× faster (ostrich=4417ms, noodler=193ms)
  [minicsv/string_only/unsat]  symcc-unsat-15.smt2
    cvc5 is 56× faster (cvc5=79ms, ostrich=4392ms)
  [minicsv/string_only/unsat]  symcc-unsat-15.smt2
    z3 is 50× faster (ostrich=4392ms, z3=87ms)
  [minicsv/string_only/unsat]  symcc-unsat-15.smt2
    noodler is 24× faster (ostrich=4392ms, noodler=186ms)
  [minicsv/string_only/unsat]  symcc-unsat-16.smt2
    cvc5 is 55× faster (cvc5=79ms, ostrich=4384ms)
  [minicsv/string_only/unsat]  symcc-unsat-16.smt2
    z3 is 12× faster (ostrich=4384ms, z3=379ms)
  [minicsv/string_only/unsat]  symcc-unsat-16.smt2
    noodler is 16× faster (ostrich=4384ms, noodler=267ms)
  [minicsv/string_only/unsat]  symcc-unsat-17.smt2
    cvc5 is 68× faster (cvc5=81ms, ostrich=5511ms)
  [minicsv/string_only/unsat]  symcc-unsat-17.smt2
    z3 is 39× faster (ostrich=5511ms, z3=143ms)
  [minicsv/string_only/unsat]  symcc-unsat-17.smt2
    noodler is 30× faster (ostrich=5511ms, noodler=183ms)
  [minicsv/string_only/unsat]  symcc-unsat-18.smt2
    cvc5 is 58× faster (cvc5=81ms, ostrich=4735ms)
  [minicsv/string_only/unsat]  symcc-unsat-18.smt2
    z3 is 36× faster (ostrich=4735ms, z3=131ms)
  [minicsv/string_only/unsat]  symcc-unsat-18.smt2
    noodler is 22× faster (ostrich=4735ms, noodler=218ms)
  [minicsv/string_only/unsat]  symcc-unsat-19.smt2
    cvc5 is 53× faster (cvc5=81ms, ostrich=4319ms)
  [minicsv/string_only/unsat]  symcc-unsat-19.smt2
    z3 is 76× faster (ostrich=4319ms, z3=57ms)
  [minicsv/string_only/unsat]  symcc-unsat-19.smt2
    noodler is 20× faster (ostrich=4319ms, noodler=216ms)
  [minicsv/string_only/unsat]  symcc-unsat-2.smt2
    cvc5 is 44× faster (cvc5=71ms, ostrich=3122ms)
  [minicsv/string_only/unsat]  symcc-unsat-2.smt2
    z3 is 260× faster (ostrich=3122ms, z3=12ms)
  [minicsv/string_only/unsat]  symcc-unsat-2.smt2
    noodler is 17× faster (ostrich=3122ms, noodler=189ms)
  [minicsv/string_only/unsat]  symcc-unsat-2.smt2
    z3 is 16× faster (z3=12ms, noodler=189ms)
  [minicsv/string_only/unsat]  symcc-unsat-20.smt2
    cvc5 is 63× faster (cvc5=80ms, ostrich=5065ms)
  [minicsv/string_only/unsat]  symcc-unsat-20.smt2
    z3 is 11× faster (ostrich=5065ms, z3=456ms)
  [minicsv/string_only/unsat]  symcc-unsat-20.smt2
    noodler is 24× faster (ostrich=5065ms, noodler=209ms)
  [minicsv/string_only/unsat]  symcc-unsat-21.smt2
    cvc5 is 48× faster (cvc5=89ms, ostrich=4309ms)
  [minicsv/string_only/unsat]  symcc-unsat-21.smt2
    noodler is 11× faster (ostrich=4309ms, noodler=402ms)
  [minicsv/string_only/unsat]  symcc-unsat-22.smt2
    cvc5 is 59× faster (cvc5=91ms, ostrich=5405ms)
  [minicsv/string_only/unsat]  symcc-unsat-22.smt2
    z3 is 22× faster (ostrich=5405ms, z3=245ms)
  [minicsv/string_only/unsat]  symcc-unsat-22.smt2
    noodler is 25× faster (ostrich=5405ms, noodler=220ms)
  [minicsv/string_only/unsat]  symcc-unsat-23.smt2
    cvc5 is 73× faster (cvc5=90ms, ostrich=6563ms)
  [minicsv/string_only/unsat]  symcc-unsat-23.smt2
    z3 is 156× faster (ostrich=6563ms, z3=42ms)
  [minicsv/string_only/unsat]  symcc-unsat-23.smt2
    noodler is 33× faster (ostrich=6563ms, noodler=200ms)
  [minicsv/string_only/unsat]  symcc-unsat-24.smt2
    cvc5 is 72× faster (cvc5=91ms, ostrich=6584ms)
  [minicsv/string_only/unsat]  symcc-unsat-24.smt2
    z3 is 157× faster (ostrich=6584ms, z3=42ms)
  [minicsv/string_only/unsat]  symcc-unsat-24.smt2
    noodler is 29× faster (ostrich=6584ms, noodler=225ms)
  [minicsv/string_only/unsat]  symcc-unsat-25.smt2
    cvc5 is 71× faster (cvc5=91ms, ostrich=6496ms)
  [minicsv/string_only/unsat]  symcc-unsat-25.smt2
    z3 is 158× faster (ostrich=6496ms, z3=41ms)
  [minicsv/string_only/unsat]  symcc-unsat-25.smt2
    noodler is 30× faster (ostrich=6496ms, noodler=214ms)
  [minicsv/string_only/unsat]  symcc-unsat-26.smt2
    cvc5 is 56× faster (cvc5=95ms, ostrich=5309ms)
  [minicsv/string_only/unsat]  symcc-unsat-26.smt2
    cvc5 is 17× faster (cvc5=95ms, noodler=1612ms)
  [minicsv/string_only/unsat]  symcc-unsat-26.smt2
    z3 is 74× faster (ostrich=5309ms, z3=72ms)
  [minicsv/string_only/unsat]  symcc-unsat-26.smt2
    z3 is 22× faster (z3=72ms, noodler=1612ms)
  [minicsv/string_only/unsat]  symcc-unsat-27.smt2
    cvc5 is 58× faster (cvc5=107ms, ostrich=6226ms)
  [minicsv/string_only/unsat]  symcc-unsat-27.smt2
    z3 is 69× faster (ostrich=6226ms, z3=90ms)
  [minicsv/string_only/unsat]  symcc-unsat-27.smt2
    noodler is 10× faster (ostrich=6226ms, noodler=616ms)
  [minicsv/string_only/unsat]  symcc-unsat-28.smt2
    cvc5 is 52× faster (cvc5=109ms, ostrich=5669ms)
  [minicsv/string_only/unsat]  symcc-unsat-28.smt2
    z3 is 80× faster (ostrich=5669ms, z3=71ms)
  [minicsv/string_only/unsat]  symcc-unsat-29.smt2
    cvc5 is 54× faster (cvc5=105ms, ostrich=5620ms)
  [minicsv/string_only/unsat]  symcc-unsat-29.smt2
    z3 is 85× faster (ostrich=5620ms, z3=66ms)
  [minicsv/string_only/unsat]  symcc-unsat-3.smt2
    cvc5 is 49× faster (cvc5=72ms, ostrich=3518ms)
  [minicsv/string_only/unsat]  symcc-unsat-3.smt2
    z3 is 320× faster (ostrich=3518ms, z3=11ms)
  [minicsv/string_only/unsat]  symcc-unsat-3.smt2
    noodler is 15× faster (ostrich=3518ms, noodler=229ms)
  [minicsv/string_only/unsat]  symcc-unsat-3.smt2
    z3 is 21× faster (z3=11ms, noodler=229ms)
  [minicsv/string_only/unsat]  symcc-unsat-30.smt2
    cvc5 is 45× faster (cvc5=108ms, ostrich=4882ms)
  [minicsv/string_only/unsat]  symcc-unsat-30.smt2
    z3 is 75× faster (ostrich=4882ms, z3=65ms)
  [minicsv/string_only/unsat]  symcc-unsat-30.smt2
    z3 is 11× faster (z3=65ms, noodler=708ms)
  [minicsv/string_only/unsat]  symcc-unsat-31.smt2
    cvc5 is 54× faster (cvc5=110ms, ostrich=5987ms)
  [minicsv/string_only/unsat]  symcc-unsat-31.smt2
    cvc5 is 13× faster (cvc5=110ms, noodler=1392ms)
  [minicsv/string_only/unsat]  symcc-unsat-31.smt2
    z3 is 56× faster (ostrich=5987ms, z3=107ms)
  [minicsv/string_only/unsat]  symcc-unsat-31.smt2
    z3 is 13× faster (z3=107ms, noodler=1392ms)
  [minicsv/string_only/unsat]  symcc-unsat-32.smt2
    cvc5 is 63× faster (cvc5=110ms, ostrich=6964ms)
  [minicsv/string_only/unsat]  symcc-unsat-32.smt2
    z3 is 97× faster (ostrich=6964ms, z3=72ms)
  [minicsv/string_only/unsat]  symcc-unsat-32.smt2
    noodler is 10× faster (ostrich=6964ms, noodler=665ms)
  [minicsv/string_only/unsat]  symcc-unsat-33.smt2
    cvc5 is 61× faster (cvc5=110ms, ostrich=6729ms)
  [minicsv/string_only/unsat]  symcc-unsat-33.smt2
    z3 is 56× faster (ostrich=6729ms, z3=121ms)
